LogID,Timestamp,SourceIP,DestinationIP,DataVolume,AnomalyScore
NET_2295,2023-11-04 07:55:00,192.168.59.168,10.0.39.10,137.98958242028883,0.47151058188179495
NET_2296,2023-05-25 03:15:00,192.168.195.154,10.0.88.139,155.39891659658096,0.796373593177239
NET_2297,2023-03-09 17:45:00,192.168.24.89,10.0.201.181,2.5356087218283663,0.7088807817597517
NET_2298,2023-07-15 22:00:00,192.168.81.35,10.0.237.243,222.34489735064255,0.012545391357645652
NET_2299,2023-05-10 23:54:00,192.168.85.82,10.0.236.96,113.6349274770755,0.750820973648886
NET_2300,2023-04-05 20:25:00,192.168.92.223,10.0.28.71,251.32663957717736,0.5202773804780427
NET_2301,2023-07-19 23:06:00,192.168.154.147,10.0.133.44,467.4330930725502,0.9196323753762372
NET_2302,2023-01-02 08:45:00,192.168.145.89,10.0.36.134,333.6740123255769,0.7980157050616881
NET_2303,2023-01-23 11:21:00,192.168.157.211,10.0.52.187,378.4871034975648,0.8450692870518154
NET_2304,2023-02-08 10:23:00,192.168.114.220,10.0.79.56,405.42201536103454,0.20660498249543513
NET_2305,2023-05-06 06:08:00,192.168.133.178,10.0.153.63,184.38786428164786,0.027814978598154405
NET_2306,2023-02-05 17:45:00,192.168.121.17,10.0.150.122,77.59794233457559,0.32067876845118015
NET_2307,2023-04-28 03:42:00,192.168.162.119,10.0.180.79,113.49136928791887,0.16964847631309077
NET_2308,2023-02-03 13:00:00,192.168.181.67,10.0.177.160,363.61539038146896,0.14106993280330893
NET_2309,2023-05-01 18:57:00,192.168.170.16,10.0.254.87,338.9745616269761,0.586325882042426
NET_2310,2023-05-22 21:49:00,192.168.209.177,10.0.129.160,3.2234126615407503,0.10665308341557445
NET_2311,2023-08-10 01:26:00,192.168.37.37,10.0.94.133,470.6543958117364,0.3917038703191572
NET_2312,2023-11-17 09:47:00,192.168.89.33,10.0.107.74,32.0702073209643,0.6796553429935158
NET_2313,2023-05-12 10:25:00,192.168.170.146,10.0.106.213,290.2687701877406,0.31140164448783525
NET_2314,2023-08-29 03:22:00,192.168.206.52,10.0.139.127,61.55888201540222,0.8527481719358193
NET_2315,2023-07-08 21:14:00,192.168.89.222,10.0.16.141,283.3063904675986,0.4499915623806875
NET_2316,2023-09-24 08:27:00,192.168.163.145,10.0.218.143,444.86447152851906,0.4512424099433735
NET_2317,2023-12-10 03:05:00,192.168.239.6,10.0.239.11,181.6642351694133,0.44925421877659866
NET_2318,2023-01-15 20:51:00,192.168.184.110,10.0.157.239,273.17889628995744,0.7709412295391254
NET_2319,2023-01-25 03:30:00,192.168.239.215,10.0.45.197,33.260674986368485,0.8154099202175951
NET_2320,2023-09-11 13:59:00,192.168.90.210,10.0.93.5,438.03804052207846,0.36520566838570867
NET_2321,2023-06-03 15:54:00,192.168.198.57,10.0.90.79,382.20099246044254,0.1238080231738048
NET_2322,2023-09-18 14:35:00,192.168.254.9,10.0.170.207,117.83124234784309,0.3849161584882662
NET_2323,2023-07-17 04:37:00,192.168.15.37,10.0.78.189,99.58175219878935,0.5745603854635117
NET_2324,2023-06-09 12:53:00,192.168.129.56,10.0.73.158,87.28804171817022,0.6114863068360572
NET_2325,2023-08-24 03:16:00,192.168.67.204,10.0.59.229,38.03679080405132,0.9859687069077157
NET_2326,2023-11-08 23:05:00,192.168.31.61,10.0.27.156,472.73046314198245,0.34503206397768904
NET_2327,2023-02-24 22:25:00,192.168.45.19,10.0.179.121,334.7444793590521,0.8913335912752098
NET_2328,2023-05-01 13:30:00,192.168.206.3,10.0.226.86,19.54428937005793,0.05398780011105375
NET_2329,2023-03-19 23:53:00,192.168.187.62,10.0.242.102,217.37991773211954,0.35693873461555736
NET_2330,2023-03-23 15:39:00,192.168.239.48,10.0.133.58,197.11386373043544,0.4734308357726843
NET_2331,2023-11-05 15:54:00,192.168.25.13,10.0.201.13,374.6040082377386,0.44976231633013486
NET_2332,2023-05-07 16:37:00,192.168.66.221,10.0.47.18,375.2919555508777,0.8915233732876358
NET_2333,2023-09-15 21:56:00,192.168.206.67,10.0.221.220,307.0097887834429,0.26183674090582343
NET_2334,2023-04-21 09:45:00,192.168.248.107,10.0.46.251,52.125184864911766,0.08060665400462752
NET_2335,2023-08-21 18:31:00,192.168.9.77,10.0.88.109,70.7433462712995,0.12327268449031359
NET_2336,2023-01-21 23:36:00,192.168.130.56,10.0.16.205,140.4242051314501,0.9362872285776668
NET_2337,2023-05-26 11:00:00,192.168.112.99,10.0.146.83,103.68624952525376,0.16978879366305588
NET_2338,2023-01-27 06:06:00,192.168.9.129,10.0.168.226,357.3884997446015,0.8908269505232548
NET_2339,2023-05-10 04:11:00,192.168.241.133,10.0.185.245,125.4359812667775,0.44559921350579457
NET_2340,2023-07-08 14:47:00,192.168.95.145,10.0.59.140,262.3728949209103,0.5375117699466111
NET_2341,2023-12-30 15:29:00,192.168.218.245,10.0.114.127,271.29597272598,0.5660266624766551
NET_2342,2023-09-24 17:02:00,192.168.130.76,10.0.51.111,297.88340322248774,0.4615968335884002
NET_2343,2023-08-06 09:07:00,192.168.46.38,10.0.221.219,122.45596830090105,0.2719249023083058
NET_2344,2023-02-19 23:36:00,192.168.108.126,10.0.179.14,318.1952385434277,0.841784391075787
NET_2345,2023-05-23 22:19:00,192.168.47.121,10.0.10.142,335.1876916467882,0.5394800351902647
NET_2346,2023-02-22 10:44:00,192.168.93.241,10.0.252.5,53.02533046189163,0.41128758069413296
NET_2347,2023-01-18 20:32:00,192.168.97.41,10.0.188.183,213.69513081590773,0.47586587579380235
NET_2348,2023-03-26 19:12:00,192.168.169.159,10.0.6.53,28.18252251660758,0.8162576116275008
NET_2349,2023-11-03 02:31:00,192.168.199.142,10.0.57.142,327.53296331122885,0.5297278535062749
NET_2350,2023-10-09 04:55:00,192.168.179.71,10.0.174.61,341.86557754902094,0.7662594217981947
NET_2351,2023-01-25 12:38:00,192.168.233.199,10.0.7.82,396.75749248566194,0.41228339558517757
NET_2352,2023-03-10 08:02:00,192.168.204.102,10.0.86.2,109.86444022076746,0.8543067045085315
NET_2353,2023-08-28 19:01:00,192.168.225.222,10.0.152.9,357.6114087755094,0.9468915082648458
NET_2354,2023-06-14 07:39:00,192.168.10.12,10.0.136.133,319.73677896405184,0.39362230550808497
NET_2355,2023-01-09 17:12:00,192.168.238.146,10.0.200.100,293.3845494523333,0.3892066703343605
NET_2356,2023-11-05 04:59:00,192.168.138.174,10.0.113.112,453.4642840747453,0.3026633760056531
NET_2357,2023-10-24 10:17:00,192.168.177.170,10.0.184.170,62.709049887595704,0.5939159793575722
NET_2358,2023-06-07 11:32:00,192.168.16.11,10.0.73.6,23.17848203368472,0.17875420537388453
NET_2359,2023-02-09 18:27:00,192.168.140.217,10.0.190.218,461.2580322199306,0.7976987576605598
NET_2360,2023-09-17 08:38:00,192.168.52.230,10.0.239.113,381.66377754830137,0.4763102883746816
NET_2361,2023-06-19 01:16:00,192.168.86.26,10.0.39.142,365.39834611218095,0.813934134655553
NET_2362,2023-03-31 05:35:00,192.168.66.216,10.0.30.168,17.338670981889596,0.7847929463551073
NET_2363,2023-12-31 02:50:00,192.168.24.236,10.0.175.56,326.2870555149965,0.28596262239909453
NET_2364,2023-10-25 07:01:00,192.168.156.143,10.0.71.219,210.733492216875,0.2129150064184342
NET_2365,2023-05-14 12:41:00,192.168.231.148,10.0.101.244,182.1992568477175,0.12487046639575616
NET_2366,2023-03-15 01:41:00,192.168.106.64,10.0.219.183,472.61640946694024,0.6796082336077673
NET_2367,2023-04-16 23:54:00,192.168.255.76,10.0.46.41,259.66005733725257,0.5683320825739089
NET_2368,2023-08-31 01:24:00,192.168.186.29,10.0.58.165,147.3594345839035,0.3526476323563359
NET_2369,2023-06-16 11:29:00,192.168.88.32,10.0.85.121,94.44427074655,0.35685963785766406
NET_2370,2023-03-26 07:46:00,192.168.177.107,10.0.60.172,103.50696257467268,0.6744185816744835
NET_2371,2023-12-05 00:04:00,192.168.9.81,10.0.204.87,237.21910704853923,0.3173359272383188
NET_2372,2023-03-16 18:20:00,192.168.146.57,10.0.174.223,62.05618315194175,0.9539910176069168
NET_2373,2023-10-19 14:40:00,192.168.137.144,10.0.182.19,407.9347476406296,0.9946456729781323
NET_2374,2023-06-08 11:18:00,192.168.75.127,10.0.33.80,381.56386079372714,0.9946374324969328
NET_2375,2023-11-27 09:15:00,192.168.248.82,10.0.100.114,273.13943527366683,0.2644555253309232
NET_2376,2023-04-07 21:23:00,192.168.126.6,10.0.242.102,294.3894192075056,0.6352878292642031
NET_2377,2023-06-09 05:29:00,192.168.186.228,10.0.23.127,373.07841678319164,0.6317692635347872
NET_2378,2023-06-19 21:09:00,192.168.210.109,10.0.163.52,324.4961387628438,0.6307661586866101
NET_2379,2023-06-12 17:19:00,192.168.253.33,10.0.231.15,38.84312746963813,0.6107780847070107
NET_2380,2023-12-15 12:14:00,192.168.216.87,10.0.115.107,440.0179902399266,0.6995255021441042
NET_2381,2023-09-11 01:17:00,192.168.203.215,10.0.205.123,343.579712848152,0.40539113329383225
NET_2382,2023-08-31 17:54:00,192.168.169.206,10.0.212.86,491.426149207157,0.25610127601275023
NET_2383,2023-11-28 14:57:00,192.168.16.105,10.0.249.186,221.95631044127455,0.1406479017472575
NET_2384,2023-12-08 18:29:00,192.168.76.168,10.0.153.4,47.47330565942527,0.5026038307501026
NET_2385,2023-04-14 17:19:00,192.168.101.185,10.0.151.15,123.13525685042077,0.6330512049631105
NET_2386,2023-06-20 07:36:00,192.168.211.170,10.0.48.243,416.84172467304876,0.4114662474464169
NET_2387,2023-06-26 20:35:00,192.168.65.206,10.0.32.132,103.56957150126178,0.3729984537365727
NET_2388,2023-06-20 09:42:00,192.168.248.146,10.0.64.177,269.98636176284043,0.7249438987325451
NET_2389,2023-09-01 09:10:00,192.168.119.127,10.0.10.222,409.5339011483099,0.16401976815670116
NET_2390,2023-03-01 16:14:00,192.168.118.81,10.0.136.182,224.62210524294315,0.026672876368637688
NET_2391,2023-06-11 11:23:00,192.168.3.144,10.0.18.100,33.113279219864765,0.6985290284189847
NET_2392,2023-08-01 20:18:00,192.168.246.77,10.0.216.128,141.1747975455097,0.8199013302177329
NET_2393,2023-03-23 08:07:00,192.168.118.89,10.0.86.160,150.82864584067946,0.12149321872872376
NET_2394,2023-04-04 23:13:00,192.168.237.36,10.0.10.103,282.12642729445344,0.2662132520029279
NET_2395,2023-02-15 23:18:00,192.168.154.132,10.0.216.158,473.588406473888,0.6337460630037908
NET_2396,2023-11-06 08:13:00,192.168.133.125,10.0.160.35,257.634024606083,0.9576057293257968
NET_2397,2023-12-27 02:52:00,192.168.15.85,10.0.63.204,495.8116599486565,0.2791905055682057
NET_2398,2023-10-25 11:19:00,192.168.167.250,10.0.125.182,145.50559200902575,0.8538240541807751
NET_2399,2023-07-11 20:09:00,192.168.9.48,10.0.127.221,84.00199765945567,0.8996730078290195
NET_2400,2023-08-15 22:52:00,192.168.27.80,10.0.255.50,246.994231197377,0.1268856009837218
NET_2401,2023-09-11 12:00:00,192.168.223.166,10.0.228.53,223.03337411784742,0.869131851141814
NET_2402,2023-12-17 03:14:00,192.168.25.159,10.0.193.9,185.7616799929037,0.7051244886476704
NET_2403,2023-10-30 00:16:00,192.168.228.21,10.0.30.122,314.81428696470994,0.01294130978963226
NET_2404,2023-08-29 14:17:00,192.168.149.123,10.0.14.242,330.17069170861623,0.32857701029427566
NET_2405,2023-05-02 18:09:00,192.168.50.209,10.0.40.230,494.8592952877542,0.8205390246507692
NET_2406,2023-03-13 01:18:00,192.168.100.82,10.0.58.79,415.27241573947816,0.06139203511223246
NET_2407,2023-11-05 15:50:00,192.168.100.136,10.0.255.89,77.27713383511234,0.4569262791004586
NET_2408,2023-05-23 11:11:00,192.168.46.84,10.0.221.131,415.1897990026111,0.3616831870435938
NET_2409,2023-05-18 02:22:00,192.168.58.6,10.0.206.65,315.13886091213425,0.48339741475490405
NET_2410,2023-02-02 12:40:00,192.168.212.242,10.0.27.225,424.808798500918,0.27321143456304675
NET_2411,2023-11-26 12:15:00,192.168.159.52,10.0.31.95,413.8691974743772,0.8957921382720807
NET_2412,2023-07-10 05:30:00,192.168.146.199,10.0.116.100,148.36001092691586,0.9872542509562406
NET_2413,2023-01-09 13:23:00,192.168.254.187,10.0.21.174,443.3583080961438,0.3314886034301704
NET_2414,2023-11-23 23:20:00,192.168.60.91,10.0.37.109,6.625571788584538,0.5489373073128031
NET_2415,2023-05-07 03:32:00,192.168.219.247,10.0.116.197,418.18568935517027,0.2600911472371258
NET_2416,2023-05-31 21:52:00,192.168.183.8,10.0.72.47,2.7709253488817858,0.3646051189181847
NET_2417,2023-07-14 14:56:00,192.168.219.71,10.0.136.243,158.7677251656879,0.35957387731634305
NET_2418,2023-12-15 11:15:00,192.168.132.13,10.0.37.167,86.83893989734914,0.6779221922066692
NET_2419,2023-12-10 09:01:00,192.168.74.161,10.0.226.91,166.61992727610595,0.7074715524041398
NET_2420,2023-05-17 22:24:00,192.168.230.166,10.0.87.99,460.70228687606055,0.21542244686191148
NET_2421,2023-11-02 13:02:00,192.168.227.221,10.0.15.141,328.01564107802665,0.872621028958081
NET_2422,2023-10-18 08:39:00,192.168.87.101,10.0.250.76,489.88057209091045,0.5956058238139286
NET_2423,2023-10-29 13:04:00,192.168.167.204,10.0.220.150,207.74151128639437,0.40247847716236507
NET_2424,2023-06-27 02:56:00,192.168.235.43,10.0.204.2,303.109829761045,0.766312635922986
NET_2425,2023-09-18 09:38:00,192.168.115.65,10.0.64.194,362.70736981621354,0.9290053625262286
NET_2426,2023-09-25 09:36:00,192.168.110.233,10.0.157.167,85.61013000175261,0.8285372666163955
NET_2427,2023-11-02 08:21:00,192.168.89.156,10.0.48.196,239.3044168176043,0.6070621220643914
NET_2428,2023-07-01 02:21:00,192.168.16.44,10.0.63.52,2.9529443874865313,0.7615313624559746
NET_2429,2023-08-01 18:16:00,192.168.215.221,10.0.184.188,352.62477072045425,0.5812218492247045
NET_2430,2023-05-10 10:44:00,192.168.174.33,10.0.116.71,309.6904145902824,0.7120757806558103
NET_2431,2023-03-08 05:39:00,192.168.145.132,10.0.97.111,251.00881619089435,0.026836057844552563
NET_2432,2023-08-27 00:53:00,192.168.14.46,10.0.247.16,432.02932496450956,0.3190492893753891
NET_2433,2023-10-31 20:03:00,192.168.70.205,10.0.71.253,150.25146382497985,0.9104314767096311
NET_2434,2023-06-01 22:57:00,192.168.175.135,10.0.198.75,469.43270935588396,0.10128969237221308
NET_2435,2023-05-25 18:37:00,192.168.156.117,10.0.203.1,326.0441053373132,0.9696450525331028
NET_2436,2023-04-02 13:53:00,192.168.223.237,10.0.110.144,261.49577688755534,0.4910461963506928
NET_2437,2023-02-04 20:15:00,192.168.193.208,10.0.17.151,14.505526112889518,0.6984725906791173
NET_2438,2023-02-28 05:34:00,192.168.12.230,10.0.214.72,491.53783027063264,0.09465967930047547
NET_2439,2023-08-21 04:21:00,192.168.60.20,10.0.10.89,402.16915071356607,0.37166251603761324
NET_2440,2023-01-28 13:08:00,192.168.18.242,10.0.210.43,267.1816119655567,0.567001801687036
NET_2441,2023-10-28 01:26:00,192.168.170.155,10.0.245.15,364.3806195693233,0.5980511307295442
NET_2442,2023-09-30 23:18:00,192.168.113.16,10.0.97.194,85.18123280595002,0.2849982868626043
NET_2443,2023-07-15 19:44:00,192.168.77.229,10.0.45.123,171.40970586030826,0.198930720285169
NET_2444,2023-05-12 18:28:00,192.168.68.31,10.0.143.181,50.97240482887853,0.028143282004785553
NET_2445,2023-10-03 15:41:00,192.168.72.181,10.0.4.58,194.3501411191998,0.9054716879771831
NET_2446,2023-08-14 02:33:00,192.168.212.161,10.0.237.8,6.5552452064636215,0.33173003042302485
NET_2447,2023-02-26 00:44:00,192.168.115.102,10.0.129.215,183.22315785529526,0.7315376743520512
NET_2448,2023-09-29 18:54:00,192.168.119.7,10.0.70.46,280.35738977388496,0.2079995563848489
NET_2449,2023-04-24 20:42:00,192.168.66.197,10.0.117.27,291.68543852464967,0.9444223594903197
NET_2450,2023-04-27 11:53:00,192.168.20.176,10.0.146.116,138.3725199973625,0.6791092037440433
NET_2451,2023-12-07 18:14:00,192.168.162.218,10.0.143.106,218.19387542955258,0.48975488499074993
NET_2452,2023-03-21 14:41:00,192.168.202.122,10.0.154.12,190.1797453228602,0.8756616751854842
NET_2453,2023-07-30 19:45:00,192.168.121.54,10.0.195.175,395.18166656448994,0.8584111551357715
NET_2454,2023-02-14 19:48:00,192.168.28.89,10.0.249.64,390.3871160818771,0.9864245519266334
NET_2455,2023-01-07 13:15:00,192.168.79.50,10.0.86.77,177.52943242792955,0.6769534704256156
NET_2456,2023-06-20 10:10:00,192.168.150.235,10.0.35.151,417.1393362035598,0.037853747427539
NET_2457,2023-05-07 14:35:00,192.168.171.152,10.0.126.76,29.999675533996395,0.05015340564710702
NET_2458,2023-06-24 05:41:00,192.168.248.55,10.0.39.117,251.00409318807868,0.19671831266119577
NET_2459,2023-11-11 04:51:00,192.168.203.135,10.0.172.123,313.33597642015195,0.17790115102362392
NET_2460,2023-06-11 20:17:00,192.168.160.95,10.0.106.28,167.03800224390724,0.37561101312126033
NET_2461,2023-10-17 10:45:00,192.168.37.176,10.0.238.226,425.40669445521934,0.13948485428454838
NET_2462,2023-04-06 16:08:00,192.168.79.174,10.0.175.180,65.59826977041863,0.6676667138969344
NET_2463,2023-01-14 02:11:00,192.168.61.210,10.0.33.254,252.74791294662117,0.8344639257534894
NET_2464,2023-04-24 09:45:00,192.168.131.8,10.0.142.19,469.2428059999208,0.5281151690812486
NET_2465,2023-05-11 16:41:00,192.168.81.109,10.0.226.93,64.12848973312374,0.6570257475177143
NET_2466,2023-09-19 01:32:00,192.168.168.187,10.0.115.51,230.4723944658495,0.48890254358872376
NET_2467,2023-06-14 10:25:00,192.168.2.204,10.0.50.85,105.5568206039884,0.145688531788284
NET_2468,2023-02-08 11:10:00,192.168.221.255,10.0.78.113,492.80479979524034,0.4094908072347748
NET_2469,2023-06-17 21:44:00,192.168.106.243,10.0.128.208,118.82823069551588,0.5062120996573436
NET_2470,2023-02-02 21:49:00,192.168.50.245,10.0.155.166,317.2925864105341,0.02162963328856571
NET_2471,2023-01-27 14:48:00,192.168.162.85,10.0.27.250,463.08844261563127,0.8645493737713515
NET_2472,2023-03-01 13:46:00,192.168.6.200,10.0.119.234,41.96670610517831,0.032562388328354674
NET_2473,2023-02-14 11:26:00,192.168.255.161,10.0.210.249,52.79500459546808,0.0417278812480566
NET_2474,2023-07-13 09:43:00,192.168.207.150,10.0.16.217,390.84168044981465,0.5658509962914817
NET_2475,2023-12-08 17:43:00,192.168.132.206,10.0.32.246,451.96010090106523,0.5803735843571138
NET_2476,2023-04-28 16:16:00,192.168.36.78,10.0.90.250,301.02535751123054,0.14326059043372774
NET_2477,2023-06-08 09:01:00,192.168.90.144,10.0.203.202,405.11188234667037,0.33112751607974833
NET_2478,2023-08-02 13:39:00,192.168.36.221,10.0.20.45,478.31635704583783,0.7086732091202589
NET_2479,2023-10-12 23:21:00,192.168.224.118,10.0.29.76,316.2456074460021,0.7442467840700071
NET_2480,2023-08-09 02:16:00,192.168.192.211,10.0.110.97,342.2367824951861,0.5122993796893222
NET_2481,2023-05-14 23:27:00,192.168.133.21,10.0.164.44,270.2086301917608,0.12903682420455587
NET_2482,2023-11-30 03:03:00,192.168.81.252,10.0.222.160,177.73010269491652,0.311460704308147
NET_2483,2023-08-19 22:59:00,192.168.41.55,10.0.126.49,18.99959870471677,0.5902830574233567
NET_2484,2023-02-01 12:35:00,192.168.82.164,10.0.202.115,94.3808570755778,0.9941384480954637
NET_2485,2023-08-04 18:57:00,192.168.148.78,10.0.46.19,38.215947499543525,0.02789546383791075
NET_2486,2023-06-24 22:54:00,192.168.224.60,10.0.254.248,40.891290428265656,0.807776502592326
NET_2487,2023-09-08 10:21:00,192.168.181.104,10.0.64.59,227.12046937050275,0.42548683066369586
NET_2488,2023-11-13 21:47:00,192.168.236.30,10.0.61.160,379.8995619997136,0.2466972035276217
NET_2489,2023-10-09 11:09:00,192.168.42.163,10.0.36.60,349.4425409420926,0.3404454504688086
NET_2490,2023-07-04 20:59:00,192.168.35.184,10.0.185.148,179.6546471478992,0.7742971683679826
NET_2491,2023-03-12 01:54:00,192.168.158.242,10.0.67.135,469.85980349467917,0.4269478322852245
NET_2492,2023-05-25 22:13:00,192.168.82.184,10.0.137.36,185.74908465641792,0.6548766703279484
NET_2493,2023-12-21 02:22:00,192.168.23.103,10.0.191.45,216.2309927079959,0.7757022997171429
NET_2494,2023-07-02 07:01:00,192.168.118.95,10.0.219.9,166.4678101745099,0.7680922843251649
NET_2495,2023-07-20 12:08:00,192.168.180.35,10.0.49.145,253.94828964074964,0.4356948024959626
NET_2496,2023-10-21 08:09:00,192.168.160.216,10.0.107.202,255.7412374872107,0.8581110510111818
NET_2497,2023-11-30 11:00:00,192.168.105.224,10.0.136.143,412.4651848774859,0.1638347303033939
NET_2498,2023-09-02 04:08:00,192.168.90.74,10.0.5.228,438.75117333642373,0.5469609338323174
NET_2499,2023-05-26 05:24:00,192.168.243.42,10.0.124.121,372.57627801078416,0.03357696403251598
NET_2500,2023-06-11 15:24:00,192.168.157.186,10.0.1.20,105.19069732424414,0.9463341252470865
NET_2501,2023-08-05 01:19:00,192.168.37.34,10.0.159.98,346.08724922507577,0.001517533843336305
NET_2502,2023-11-21 02:35:00,192.168.79.76,10.0.19.139,393.53972395235655,0.16245411113543617
NET_2503,2023-08-03 04:54:00,192.168.195.221,10.0.229.115,404.3080074959663,0.7338462223495755
NET_2504,2023-07-08 19:13:00,192.168.65.243,10.0.62.163,475.62127365196847,0.5693223783469487
NET_2505,2023-12-30 23:06:00,192.168.197.88,10.0.43.72,282.6137511580329,0.99727570879921
NET_2506,2023-07-03 21:13:00,192.168.91.55,10.0.158.253,417.4332666113558,0.30159373872934847
NET_2507,2023-10-05 06:35:00,192.168.213.26,10.0.200.84,390.4841582310636,0.00900489717640307
NET_2508,2023-04-10 00:22:00,192.168.85.80,10.0.107.196,118.43731806467795,0.9981179209227689
NET_2509,2023-07-27 10:43:00,192.168.123.74,10.0.126.176,97.62471067206644,0.5900690318792154
NET_2510,2023-09-13 08:27:00,192.168.137.153,10.0.248.143,241.7420309171785,0.7666697759714773
NET_2511,2023-02-13 12:06:00,192.168.212.122,10.0.190.207,362.85076970909836,0.32937101324717666
NET_2512,2023-02-15 12:40:00,192.168.44.64,10.0.148.80,160.11855947912525,0.6559268170143835
NET_2513,2023-10-09 18:39:00,192.168.74.121,10.0.4.146,402.91192641551066,0.13768346052641955
NET_2514,2023-12-03 19:14:00,192.168.151.76,10.0.213.197,409.18111594985675,0.13648153577561917
NET_2515,2023-06-08 22:40:00,192.168.239.172,10.0.117.167,102.79007423866462,0.9954444284894068
NET_2516,2023-09-23 20:55:00,192.168.96.143,10.0.181.131,53.39712507867713,0.13765384844070505
NET_2517,2023-05-12 11:36:00,192.168.37.72,10.0.57.156,287.3084645330617,0.8926858869888679
NET_2518,2023-07-22 12:06:00,192.168.109.192,10.0.231.240,121.14591264844371,0.042278349483865774
NET_2519,2023-07-23 20:30:00,192.168.58.126,10.0.186.93,427.49596952160636,0.36713802610656654
NET_2520,2023-02-19 03:51:00,192.168.225.146,10.0.32.160,294.72571731410125,0.31177771342030336
NET_2521,2023-08-27 10:18:00,192.168.118.7,10.0.138.26,434.76088085545445,0.34237377086341647
NET_2522,2023-04-10 12:10:00,192.168.188.14,10.0.123.244,90.99826542933778,0.24368016811372806
NET_2523,2023-11-18 05:33:00,192.168.150.60,10.0.36.122,35.48206494819713,0.6565265069258425
NET_2524,2023-08-25 23:45:00,192.168.218.126,10.0.130.74,24.61566935061522,0.11608039994738306
NET_2525,2023-01-22 02:28:00,192.168.41.50,10.0.229.4,10.06303139873857,0.44048544896536623
NET_2526,2023-02-10 19:01:00,192.168.190.13,10.0.15.235,106.83980635105118,0.15361429609013966
NET_2527,2023-12-10 22:20:00,192.168.235.113,10.0.249.141,102.86696841362448,0.5931129601789858
NET_2528,2023-02-24 08:08:00,192.168.198.155,10.0.193.240,130.4755804393994,0.3711386077233042
NET_2529,2023-04-20 14:06:00,192.168.40.135,10.0.196.2,121.50083019055283,0.32330199940066406
NET_2530,2023-10-18 00:43:00,192.168.28.206,10.0.50.2,443.49561027865303,0.07881910889903909
NET_2531,2023-10-10 03:04:00,192.168.132.24,10.0.236.156,258.0873794604539,0.5647636885396408
NET_2532,2023-08-08 12:18:00,192.168.64.27,10.0.107.115,378.7222495764645,0.548047737899597
NET_2533,2023-07-28 03:30:00,192.168.184.91,10.0.156.249,2.7190619433959275,0.029352409328043616
NET_2534,2023-01-18 18:21:00,192.168.106.95,10.0.196.34,361.1626535212794,0.030322579066856536
NET_2535,2023-11-17 14:41:00,192.168.126.160,10.0.177.179,417.1744398948403,0.19095812617100338
NET_2536,2023-07-11 06:29:00,192.168.60.97,10.0.202.224,233.1140027434948,0.38089608801136565
NET_2537,2023-02-23 23:21:00,192.168.229.249,10.0.25.80,84.38504904907435,0.2525208823129623
NET_2538,2023-08-25 21:02:00,192.168.231.204,10.0.77.104,420.50231382033945,0.4115453442510436
NET_2539,2023-11-17 00:22:00,192.168.195.227,10.0.24.223,212.63491928989225,0.2108722487078778
NET_2540,2023-12-28 07:39:00,192.168.137.148,10.0.225.11,255.91447276645695,0.13832131778185097
NET_2541,2023-11-07 09:43:00,192.168.248.66,10.0.138.157,286.57238263853003,0.0029499908387761176
NET_2542,2023-12-17 14:20:00,192.168.220.47,10.0.112.207,159.8094303305892,0.9963112940661931
NET_2543,2023-06-16 11:29:00,192.168.161.99,10.0.108.131,4.59958677567244,0.4308783699662071
NET_2544,2023-01-14 03:11:00,192.168.206.69,10.0.55.9,108.21509188225446,0.6835683513386135
NET_2545,2023-07-14 07:12:00,192.168.126.138,10.0.84.51,90.79792938631307,0.32316526981117666
NET_2546,2023-06-02 15:45:00,192.168.88.44,10.0.8.150,113.10948501367041,0.2983193556206888
NET_2547,2023-02-10 23:06:00,192.168.119.200,10.0.39.36,254.97608336665363,0.20650958556535226
NET_2548,2023-04-19 06:18:00,192.168.76.193,10.0.193.33,35.49914716105567,0.8475038215579791
NET_2549,2023-09-20 15:31:00,192.168.99.236,10.0.77.194,129.06983929514632,0.8361374524192592
NET_2550,2023-02-12 20:50:00,192.168.187.92,10.0.188.174,386.8681694473049,0.7716473184455022
NET_2551,2023-08-25 08:13:00,192.168.165.8,10.0.123.23,391.66323256235097,0.35722331513200467
NET_2552,2023-01-29 08:20:00,192.168.241.191,10.0.102.225,414.00782443989067,0.5726486081488044
NET_2553,2023-02-16 15:46:00,192.168.207.27,10.0.93.181,141.02808827603266,0.13777944596717107
NET_2554,2023-05-30 15:58:00,192.168.6.176,10.0.187.228,121.32319400019931,0.22505283887631022
NET_2555,2023-12-08 21:10:00,192.168.34.226,10.0.48.166,365.7737934733225,0.22730390934048772
NET_2556,2023-10-23 02:08:00,192.168.229.159,10.0.66.18,405.54591412090923,0.4281009659827698
NET_2557,2023-05-12 13:32:00,192.168.60.194,10.0.253.90,493.43819171757985,0.08260272046946837
NET_2558,2023-07-29 09:34:00,192.168.234.24,10.0.103.213,469.09365454834443,0.8410840061324201
NET_2559,2023-03-23 14:41:00,192.168.169.208,10.0.156.51,279.51803898571086,0.19020584402578633
NET_2560,2023-12-01 22:20:00,192.168.13.7,10.0.158.158,415.1548801020647,0.050592531101868676
NET_2561,2023-10-07 04:31:00,192.168.200.248,10.0.248.96,385.1468636325108,0.9218863232566592
NET_2562,2023-09-07 05:36:00,192.168.208.129,10.0.255.108,457.293289337582,0.04125133320931651
